customer_name,customer_id,gender,age,zipcode,city,Tenure in months,phone no.,avg monthly usage,plan type,avg monthly download(GB),payment method,total charge,total refunds,customer status,churn category,churn reason
Carol Porter,70775121,Female,79,73123,Richardburgh,41,728-847-3560,907,Premium,174,PayPal,112.62,9.97,Stayed,,
Brad Romero,1930760,Female,34,27544,Lake Rachel,51,919-378-5586x656,840,Standard,25,PayPal,56.03,15.38,Stayed,,
Amanda Harper,68247286,Male,41,41510,West Zachary,47,001-664-428-1568,707,Basic,44,Bank Transfer,77.53,2.12,Stayed,,
Brian Mcclain,94431006,Female,20,90575,Tylerville,58,613.397.5049x88903,1391,Standard,71,PayPal,126.53,31.68,Stayed,,
Virginia Miller,77693375,Female,49,88690,Whitneystad,57,+1-945-605-0463x22127,785,Basic,157,Bank Transfer,33.0,12.43,Stayed,,
Sarah Greene,2342062,Female,52,29552,Charlesland,23,(958)264-6620,1442,Premium,131,Credit Card,46.54,15.21,Stayed,,
Barbara Smith,6677177,Male,55,05549,North Edwardview,48,784.468.6737,433,Premium,59,PayPal,33.18,38.54,Stayed,,
Spencer Beasley,64418708,Male,30,16722,Lake Joshuamouth,22,312.270.5997,111,Premium,184,Credit Card,166.22,16.36,Stayed,,
Michael Wallace,21048918,Male,73,46082,Crawfordport,17,001-546-368-7393x598,1879,Premium,176,PayPal,155.43,12.11,Churned,Other,Moved
Elizabeth Henderson,56173345,Female,78,12318,West Christopher,69,001-674-446-0381,554,Premium,113,Bank Transfer,155.6,8.45,Stayed,,
James Grant,21671512,Female,64,04803,East Samantha,11,410-559-2872x528,288,Basic,102,Bank Transfer,148.94,38.74,Churned,Price,Price too high
Christopher Taylor,72818096,Female,42,08291,Lake Chelsea,15,9875669221,244,Basic,188,Bank Transfer,140.49,6.49,Stayed,,
Mrs. Wendy Johnson,94576963,Male,26,35912,Lewisburgh,35,713-354-3578x2866,727,Premium,187,Credit Card,105.86,22.69,Stayed,,
Taylor Wells,88393216,Female,21,81999,Adamfort,33,6084580883,1295,Standard,116,PayPal,135.61,25.35,Stayed,,
Jessica Austin,10760145,Female,31,37527,Garrettberg,16,(777)929-3502,110,Standard,119,Credit Card,26.91,34.37,Stayed,,
Michael Wilson,56938125,Female,54,88811,Jamesview,34,958.471.0068x792,1202,Premium,121,Bank Transfer,131.86,31.66,Churned,Competitor,Competitor offered more data
Lisa Davis,45293880,Female,51,28281,Rodriguezhaven,66,4232458289,1039,Basic,91,Credit Card,160.02,40.54,Stayed,,
Melissa Perez,27449803,Male,28,68169,Dunnberg,40,001-773-557-1279x26089,734,Standard,85,Bank Transfer,110.06,2.24,Stayed,,
Heather Johnson,70726015,Male,58,26856,East Robertton,28,001-726-579-3437x939,205,Standard,70,Bank Transfer,84.35,14.82,Stayed,,
Harry Davis,41285043,Female,73,27241,Smithburgh,47,+1-980-394-1073x93767,1990,Standard,23,Bank Transfer,69.94,14.01,Stayed,,
Latoya Fox,60371925,Male,20,95630,North James,39,001-974-524-6460x159,1451,Premium,139,PayPal,135.7,7.3,Stayed,,
Bobby Carter,48775730,Male,76,91750,Craneborough,70,761-347-5667,1695,Standard,122,PayPal,144.7,14.46,Stayed,,
Brandon Campbell,15966217,Female,45,49227,Lake Williamton,20,(233)992-9288x57002,1854,Standard,195,Bank Transfer,176.77,15.49,Stayed,,
Robert Schultz,80891528,Female,46,91068,Melissabury,1,+1-707-206-7698,972,Standard,46,Credit Card,81.62,26.09,Stayed,,
Joshua Garcia,15505031,Male,26,96453,North April,63,(472)397-1945x7836,917,Standard,46,Credit Card,158.56,33.19,Churned,Other,Deceased
Samantha Fields,12649508,Female,20,35335,West Hailey,67,9964358109,952,Basic,63,PayPal,121.04,19.06,Stayed,,
Heather Jones,97144924,Male,42,33008,West Antonioport,4,+1-882-762-3686x624,1863,Premium,24,Bank Transfer,178.91,35.97,Stayed,,
Veronica Murray,26430056,Female,51,50775,Jaredville,58,(979)516-7787,1659,Premium,77,Credit Card,115.01,16.81,Stayed,,
James Silva,79335625,Male,29,02129,Jamesview,25,781-617-5907x5723,1048,Basic,21,Bank Transfer,113.17,14.51,Stayed,,
Alyssa Salinas,32425998,Female,59,12352,Rachelton,47,294.485.0857,1510,Basic,31,Credit Card,124.02,27.06,Churned,Dissatisfaction,Service dissatisfaction
Perry Vaughn,33926005,Male,26,39006,Johnsonmouth,38,812-516-6849,1024,Premium,179,PayPal,154.88,1.19,Stayed,,
Joseph Lyons,13121973,Male,32,95860,South Jessefurt,15,+1-786-248-4062,1280,Standard,6,Bank Transfer,193.64,3.99,Stayed,,
Robert Murray,43680261,Male,57,11081,Port Phyllisstad,63,+1-851-796-5523x0733,437,Standard,67,Bank Transfer,33.24,20.9,Stayed,,
Mariah Phillips,38920735,Female,42,08946,East Dustin,21,762.909.7350x38371,1553,Premium,66,Credit Card,29.62,47.15,Stayed,,
Brian Lawson,39487731,Male,22,02593,Boyerbury,57,5433440454,1864,Standard,104,Credit Card,188.76,36.08,Stayed,,
Jessica Case,15400031,Male,28,72259,East Jacobstad,53,652-574-0663,936,Basic,23,Credit Card,115.38,4.41,Stayed,,
Daniel Moore,73206678,Female,76,89434,West Seth,46,(315)405-3120x844,887,Standard,21,Bank Transfer,130.68,42.32,Stayed,,
Kristin Baker,54196038,Female,51,54388,Aguilarberg,14,824.798.7338,1413,Standard,73,PayPal,106.84,36.62,Stayed,,
Tammy Marsh,13835839,Male,41,47451,Port Thomasstad,17,+1-527-395-4980x06059,1942,Standard,171,PayPal,36.86,30.55,Churned,Price,Extra data charges
Jennifer Henry,29279039,Male,77,64423,Robertburgh,39,(964)947-1004x380,389,Premium,121,Credit Card,158.26,41.01,Stayed,,
Bryan May,67582813,Female,32,37818,Orozcoland,9,(372)434-7828,253,Basic,85,PayPal,154.5,20.21,Churned,Price,Price too high
Sandra Edwards,70879403,Female,55,05468,Williamsburgh,6,961.807.9053,210,Standard,43,Credit Card,76.11,11.08,Stayed,,
Janet Smith,91131896,Female,25,50520,Stuarttown,23,(501)499-1162x3144,1613,Premium,40,PayPal,75.12,25.6,Churned,Dissatisfaction,Service dissatisfaction
Tina Medina,80807646,Female,76,32803,Lake Anthony,59,737-790-9630x04815,441,Standard,172,Bank Transfer,170.81,27.44,Stayed,,
Rebecca Moore,18417602,Female,22,24333,New Angelachester,46,910-415-5764x46087,818,Basic,177,Credit Card,33.02,26.92,Stayed,,
Katherine Tucker,9774224,Male,65,69417,South Dawn,38,304.274.0922x01588,1750,Standard,136,PayPal,178.6,28.25,Stayed,,
Benjamin Lopez,69321229,Female,43,57155,Zimmermanchester,14,800-386-9525x14437,624,Basic,157,Bank Transfer,66.2,47.44,Stayed,,
Lisa Mercado,76219236,Male,35,80869,West Andrew,62,+1-964-229-9834x1667,583,Standard,162,PayPal,126.74,45.11,Stayed,,
Jill Ochoa,63348626,Male,23,63185,Freytown,35,(349)608-6095x556,1143,Basic,33,Bank Transfer,188.48,43.79,Stayed,,
Ellen Brown,63699976,Male,54,17433,Ashleyfort,19,693.597.8008x15386,942,Standard,55,Bank Transfer,142.06,40.07,Stayed,,
Christy Price,95372555,Female,77,40483,Riverschester,30,857-522-9656x515,454,Basic,156,PayPal,94.6,47.17,Stayed,,
Crystal Kelley,35518158,Male,65,96993,Port Ashley,25,285.794.9764,657,Standard,18,PayPal,144.12,4.92,Stayed,,
Nathan Pittman,32281817,Male,30,23547,South Kristina,40,315.378.7572,1748,Standard,73,Bank Transfer,81.92,13.26,Stayed,,
Rebekah Osborne,97988866,Female,45,09233,Deannaside,14,298.217.7439x585,1664,Premium,150,Bank Transfer,69.91,24.75,Stayed,,
Nicole Mclaughlin,44006559,Male,22,71304,Lake Stephanie,26,+1-220-851-2658x339,1590,Premium,174,Bank Transfer,199.4,42.33,Stayed,,
Brian Coleman,86492671,Male,30,14123,Johnsonbury,22,298-808-8979x22436,877,Basic,61,Credit Card,155.14,25.26,Stayed,,
Anne Hamilton,63772743,Female,34,12862,North Allisonbury,48,001-309-240-8936x3056,1193,Standard,16,Bank Transfer,136.05,37.4,Stayed,,
Joseph Moreno,64823790,Male,67,53615,New Brandonside,51,+1-616-364-7765,1887,Basic,21,Credit Card,83.95,6.95,Stayed,,
Anna Kelly,49850437,Male,57,58763,Port Lauren,3,(808)870-3467,739,Premium,34,Bank Transfer,28.85,12.62,Churned,Attitude,Attitude of support person
Bobby Kim,47662872,Male,62,90425,New Adrian,42,001-863-225-3228x1468,1761,Basic,92,Credit Card,25.59,36.59,Stayed,,
Tina Grimes,73355702,Female,49,80652,Port Margaretton,19,(793)993-4550,951,Basic,103,Bank Transfer,119.75,8.24,Stayed,,
Courtney Morales,64138597,Female,79,76895,Williamschester,28,001-847-595-4180,1290,Premium,27,Bank Transfer,157.17,17.57,Stayed,,
Heather Ortiz,59744033,Female,46,46916,Mejiastad,45,(893)685-3341,105,Standard,133,Bank Transfer,116.73,13.24,Stayed,,
Allen Rodriguez,10750356,Male,68,46874,South Michaelburgh,71,(328)523-0801,415,Basic,83,PayPal,171.34,17.49,Churned,Other,Deceased
Sarah Hill,20805541,Male,75,38695,South Whitney,63,(335)758-3745,1772,Premium,36,PayPal,26.02,35.42,Churned,Dissatisfaction,Product dissatisfaction
Angela Wolf,58125450,Female,20,99606,West Coryton,19,(605)914-8416,1577,Standard,13,Bank Transfer,86.02,18.39,Stayed,,
Julie Flores,80152926,Male,73,07231,Port Brianberg,47,(853)981-4415x302,1817,Premium,19,Credit Card,62.67,27.76,Stayed,,
Ronald Walker,85493330,Male,57,25048,West Christopherburgh,14,(280)978-6663,1840,Basic,160,Credit Card,100.51,5.0,Stayed,,
Victor Garner,7998567,Female,51,30210,Hayesfort,38,502-329-0461x20644,1998,Standard,156,Bank Transfer,33.03,40.25,Stayed,,
Tracy Thomas,296980,Female,57,76558,Owensview,53,+1-929-266-4450x592,504,Standard,192,PayPal,191.74,18.49,Stayed,,
Kari Blair,18252548,Male,44,77357,Martinland,61,876.910.7527x714,153,Premium,167,Credit Card,60.19,32.43,Stayed,,
Mrs. Jennifer Walker,13370236,Male,30,47457,Leontown,36,001-310-442-8401x4902,126,Premium,31,PayPal,186.02,36.27,Stayed,,
Carolyn Hill,67222604,Male,62,10397,North Adam,40,(367)869-8916x128,279,Premium,113,Credit Card,96.66,10.48,Stayed,,
Sara Edwards,95456770,Female,50,35266,Davidmouth,30,721.499.9425x9104,1987,Standard,80,Bank Transfer,197.39,44.23,Stayed,,
Beverly George,65797387,Female,23,85180,Andersonton,9,001-875-222-1919x967,1331,Standard,152,PayPal,119.73,30.81,Stayed,,
Kelsey Bond,52839699,Female,41,38361,North Kelly,64,500-928-7446x737,1337,Basic,69,Credit Card,187.55,21.44,Stayed,,
Alejandro Robinson,52775615,Female,36,13809,North Charlesland,33,(909)236-4154,380,Standard,181,Bank Transfer,20.96,9.12,Churned,Price,Price too high
Stacey Rodriguez,20124634,Male,33,96510,Josemouth,52,(558)574-7257x33924,1255,Basic,113,Bank Transfer,154.68,47.12,Stayed,,
Danielle Costa,12839936,Female,57,03206,Lake Erin,14,787.605.5515,942,Premium,133,Bank Transfer,182.55,37.75,Stayed,,
Bruce Rodriguez,36519221,Female,45,78268,Lake Crystal,53,001-606-376-5274x6523,1841,Premium,14,PayPal,45.15,10.4,Churned,Other,Deceased
Lauren Smith,2177960,Female,50,07047,South Brianland,59,001-334-794-2414x208,1623,Standard,51,PayPal,37.3,16.89,Churned,Other,Deceased
Thomas Roberts,22834466,Female,76,45014,Coxville,41,(677)294-9900,737,Premium,127,Bank Transfer,96.42,40.48,Stayed,,
Eric Sanchez,35031748,Female,76,37314,South Mario,68,(770)587-1432,76,Premium,63,PayPal,188.06,34.78,Stayed,,
Jason Davis,1031403,Male,65,36384,South Jesseberg,68,001-368-913-7811x8932,1349,Standard,100,Credit Card,117.63,38.29,Stayed,,
Casey Reed,98952122,Male,58,97740,West Jenniferburgh,8,001-629-752-4580,1725,Basic,194,Bank Transfer,114.94,22.06,Stayed,,
Tyler Moore,46132937,Female,30,05331,Thomaston,2,+1-205-925-1811x3966,348,Standard,107,Bank Transfer,45.4,35.82,Stayed,,
Gabriel Nelson,89678933,Male,60,98769,Heatherhaven,41,878.438.3254x0053,1006,Basic,128,PayPal,20.14,19.32,Churned,Attitude,Attitude of service provider
Gina Dixon,85336794,Female,62,74685,Lake Kristie,55,863-776-6997,848,Standard,90,Bank Transfer,165.83,10.56,Stayed,,
Bryan Spence,90139925,Female,42,28524,Lake Victoria,16,607.223.5919x385,1164,Standard,150,Credit Card,35.76,31.63,Stayed,,
Jacob Faulkner,49803391,Male,70,91454,Taylorshire,62,959-652-9142,529,Premium,116,PayPal,134.09,48.8,Stayed,,
Whitney Jackson,49451376,Male,59,75472,Huntchester,48,(943)414-1445x037,622,Standard,178,PayPal,184.63,15.53,Stayed,,
Kathleen Solomon,75314226,Female,53,65497,Watsonborough,30,441.203.3789,507,Standard,164,Bank Transfer,57.56,23.05,Stayed,,
Tammy Goodwin,74123582,Female,44,85397,Brianmouth,12,(229)266-8301,1524,Basic,31,Bank Transfer,139.75,33.7,Stayed,,
Daniel Wright Jr.,69292244,Female,55,06055,Sharonfurt,35,(890)599-8521,414,Premium,22,Bank Transfer,34.17,27.08,Stayed,,
Lisa Cooper,29858410,Male,77,53396,Olsonbury,11,6873886868,908,Basic,171,PayPal,128.68,42.17,Stayed,,
Joseph Richmond,18855031,Female,24,21499,Port Randallside,64,001-328-511-7258x87936,1748,Basic,181,Bank Transfer,49.51,38.09,Stayed,,
Charles Jones,45069620,Female,22,21801,Port Natalie,50,908.828.2684,400,Premium,86,Credit Card,152.47,2.91,Stayed,,
Christina Jarvis,56672857,Female,60,26620,East Angela,21,+1-589-884-6049x93133,1728,Premium,176,Bank Transfer,74.22,49.92,Churned,Price,Extra data charges
Christopher Blair,41625253,Male,62,08058,Jasonberg,69,960.744.2995,1473,Premium,76,Bank Transfer,103.41,37.62,Stayed,,
Jason Parsons,46920549,Female,75,09771,Sawyerbury,48,+1-586-266-0919,302,Standard,58,PayPal,127.9,43.2,Churned,Competitor,Competitor offered better device
Max Jimenez,81880022,Female,74,79016,Jonesfurt,20,492.412.3527x3988,830,Premium,166,Bank Transfer,50.83,32.56,Stayed,,
Kyle Sims,31751622,Male,68,85989,Kevintown,67,+1-521-275-6594x73265,1954,Premium,75,PayPal,153.49,42.81,Stayed,,
Amanda Harris,49037020,Female,48,34550,South Amandabury,44,(976)443-7657x44913,852,Premium,168,Bank Transfer,74.48,5.62,Stayed,,
Samantha Moore,21626905,Female,40,09223,Lake Danielfort,33,001-952-943-2994,1061,Basic,150,Credit Card,139.23,17.39,Stayed,,
Sharon Boyd,75862344,Male,59,86866,Codyville,61,871-230-4458x58447,508,Basic,42,Credit Card,48.49,43.82,Churned,Attitude,Attitude of support person
Janet Zimmerman,63301771,Female,27,73711,Walkerview,9,2947358251,1772,Standard,191,PayPal,143.86,10.08,Churned,Attitude,Attitude of support person
Bradley Lucas,78276789,Male,49,61027,North Stevenborough,68,+1-794-941-3690x0267,966,Basic,141,PayPal,43.07,3.91,Stayed,,
Jennifer Nolan,28623467,Male,60,15700,Grantchester,35,454-506-9326x93325,548,Standard,183,Bank Transfer,96.56,39.41,Stayed,,
Ashley Phillips,45980499,Female,70,72159,Floresbury,65,+1-532-438-9217x06536,999,Basic,39,Bank Transfer,64.5,41.77,Stayed,,
Alexandra Li,73050544,Female,47,95113,Lynnmouth,8,825-727-5877x97806,1999,Premium,86,Credit Card,154.71,8.13,Churned,Competitor,Competitor offered more data
Corey Webster,25220506,Female,56,74001,Andrewberg,45,682-371-8458,557,Basic,137,Bank Transfer,67.17,42.72,Stayed,,
Michael Richardson,1599791,Female,48,12008,Port Cynthiatown,47,721.391.6115x3656,1377,Standard,146,Credit Card,178.71,34.34,Stayed,,
Paul Schroeder DDS,38299424,Male,35,78518,Harryfort,40,001-854-336-1000x329,550,Basic,162,PayPal,180.53,26.0,Stayed,,
Natasha Harris,69678588,Female,53,84399,Williamsburgh,54,2918571535,852,Premium,8,Bank Transfer,55.36,41.51,Stayed,,
James Brown,21066015,Male,19,22156,Lake Michelleborough,46,(492)847-9689,647,Standard,171,PayPal,130.49,20.96,Churned,Competitor,Competitor had better coverage
Deborah Nixon,29041575,Female,31,44433,New Ashleyhaven,47,(640)998-4860x617,215,Premium,196,Bank Transfer,35.79,9.7,Stayed,,
Julia Mcgee,2533564,Female,30,98550,Jamesborough,15,709.977.2536,1488,Premium,157,Credit Card,90.48,14.24,Stayed,,
Dr. Joseph Boyer DVM,20695795,Female,46,62016,Port Jamie,19,001-973-356-3454x62625,511,Standard,160,PayPal,148.4,25.26,Stayed,,
Robert Reed,22893675,Male,29,92040,Reidberg,26,611-783-5148,969,Premium,198,PayPal,138.7,26.57,Stayed,,
Brian Ferrell,90938769,Female,56,11086,West Carl,52,(632)905-1424x46926,163,Premium,154,Bank Transfer,132.45,40.28,Stayed,,
Kelly Parker,20809311,Female,19,98090,West Ashley,22,6763045066,1506,Basic,163,PayPal,70.86,39.57,Stayed,,
Sara Henderson,15716815,Female,49,30495,Ronaldland,21,933.742.1832x346,1041,Premium,27,Credit Card,88.04,29.07,Churned,Attitude,Attitude of support person
Cody Cantu,35216804,Female,30,86903,West Margaretville,51,001-907-291-9368,1429,Premium,52,PayPal,38.53,39.04,Stayed,,
Heather Simmons,71104578,Male,63,66009,South Jacobview,38,001-331-629-5665,1768,Premium,152,PayPal,149.42,9.59,Stayed,,
Justin Hester,26740691,Female,44,51665,West Bryan,20,(947)250-7140x3282,256,Premium,129,Bank Transfer,110.7,2.5,Stayed,,
Christy Johnson,64272221,Male,66,01707,Charlesfort,29,852-479-7701x496,1841,Standard,170,PayPal,147.58,43.68,Stayed,,
Jerry Beasley,42467286,Male,58,51431,New Adamview,51,(639)305-8066x67362,1308,Basic,59,Bank Transfer,64.81,3.78,Churned,Other,Moved
Kathleen White,88688878,Male,34,06291,New Mark,4,+1-239-260-7720x449,1515,Premium,72,Bank Transfer,78.4,12.33,Stayed,,
Hannah Donovan,85587189,Male,57,70158,North Heatherchester,55,924-522-3747,1428,Premium,92,PayPal,80.16,34.77,Stayed,,
Daniel Smith,14612193,Male,48,71558,Adammouth,71,(425)447-8325x9398,564,Standard,5,Credit Card,24.63,20.47,Stayed,,
Katherine Payne,58400735,Male,51,01661,Amberport,28,248-461-9178x33569,1281,Premium,139,Bank Transfer,81.39,43.82,Stayed,,
Rachael Cohen,68197545,Female,77,58762,Phillipshaven,4,882.270.5334,758,Standard,189,PayPal,164.59,14.9,Stayed,,
Charles Gordon,86500312,Male,41,59245,Lake Anthony,22,+1-364-544-4403x29416,1926,Basic,99,Bank Transfer,181.51,0.59,Churned,Dissatisfaction,Service dissatisfaction
Julia Henry,34541262,Male,62,78656,West Lynnmouth,45,001-344-222-9695x791,1198,Basic,144,Credit Card,113.28,15.03,Stayed,,
Kristina Brown,7289352,Male,52,69277,West Sandra,67,+1-640-411-1237,187,Premium,110,Credit Card,101.99,28.9,Stayed,,
Jack Singh,32419734,Female,65,46512,North Mark,66,+1-846-688-6523,388,Premium,137,Bank Transfer,25.55,18.8,Stayed,,
Amanda Hall,26075011,Female,23,65097,New Andrew,34,(451)422-9959x08260,586,Premium,112,Credit Card,178.26,26.74,Stayed,,
Sherri Dixon,32368385,Male,36,93917,North Aaronton,55,+1-864-974-8843x4129,117,Standard,182,PayPal,22.34,43.83,Stayed,,
Natalie Huber,68355905,Female,47,79052,Lake Gerald,1,001-879-510-0787,1646,Premium,46,PayPal,190.06,45.62,Churned,Dissatisfaction,Network reliability
Paul Gentry,48412130,Male,24,58164,Lynnbury,38,649.865.2364,1614,Premium,106,Bank Transfer,108.06,13.3,Stayed,,
Bradley Orozco,52734728,Male,27,53535,Lake Kathleen,6,643-850-8477x890,432,Basic,128,Credit Card,81.55,23.11,Stayed,,
Steven Beard,48585933,Female,58,37585,Courtneyton,25,(831)898-2244,68,Premium,144,PayPal,186.36,27.46,Stayed,,
Annette Ramirez,51160717,Male,49,54208,New Amandafurt,17,+1-501-239-3441x775,732,Basic,107,PayPal,24.39,47.46,Churned,Attitude,Attitude of service provider
Rebecca Wiley,64686731,Female,51,19506,Rachelville,61,001-700-564-7119x6900,1523,Premium,150,PayPal,124.66,49.93,Stayed,,
Kimberly Melendez,33472890,Female,45,13858,Whitefort,12,001-843-984-8506x658,123,Basic,198,Bank Transfer,118.81,11.77,Churned,Other,Moved
Timothy Lowe,70307412,Male,77,38558,Kimberlyport,6,321-577-5417x5811,622,Premium,78,Bank Transfer,59.48,36.35,Stayed,,
Gary Melton,59765005,Male,32,79483,New Lance,27,001-858-584-2894,988,Basic,112,PayPal,97.2,18.9,Churned,Competitor,Competitor offered better device
Suzanne Gonzalez,66989950,Female,47,68141,Owensburgh,8,4142067949,1738,Standard,126,PayPal,137.41,0.41,Stayed,,
Christopher Sullivan,98039643,Male,54,99304,Bethshire,65,+1-702-727-0074x073,1349,Basic,21,Credit Card,150.88,0.46,Stayed,,
Lori Martin,49460478,Male,46,60738,Johnbury,57,643-734-9514x42049,1121,Basic,75,Credit Card,20.13,23.03,Stayed,,
Kathryn Kim,11217004,Male,39,06561,Port Jontown,40,+1-731-915-9246x4372,260,Basic,66,Credit Card,188.63,24.42,Stayed,,
Kenneth Williams,10010877,Female,21,08348,Port Jenny,14,001-820-933-6663x3679,904,Premium,45,Bank Transfer,49.61,1.13,Stayed,,
Julie Cole,22098483,Female,37,21782,North Michellechester,35,341-889-4030x645,1993,Premium,123,PayPal,62.04,34.35,Stayed,,
Sarah Edwards,12811158,Male,49,98530,Port Johnnyberg,48,294.945.8307x28310,700,Premium,166,Bank Transfer,67.43,14.7,Stayed,,
Sarah Olson,9836780,Female,53,68845,East Victorberg,56,+1-582-951-9270x97483,1695,Standard,49,PayPal,26.81,27.99,Stayed,,
Margaret Jones,90704504,Female,67,16894,Smithfort,49,+1-738-761-8976x492,1043,Standard,62,Credit Card,42.15,15.05,Churned,Attitude,Attitude of service provider
Joseph Galloway,14913519,Female,21,29135,Freemantown,13,681.707.2484x238,744,Basic,183,Credit Card,197.54,8.36,Stayed,,
Jessica English,78225704,Female,44,32008,New Saraborough,61,001-270-304-9841x494,589,Standard,130,Credit Card,76.74,20.36,Churned,Price,Long distance charges
Danielle Walker,40444763,Female,34,71137,Port Alexandraton,49,+1-371-897-4654x78796,1782,Basic,166,Credit Card,40.75,11.61,Stayed,,
Jessica Thomas,40897182,Male,29,01735,East David,46,563-914-5433x0538,1264,Basic,48,PayPal,39.26,26.74,Stayed,,
Laura Smith,61553876,Male,39,53414,West Glen,62,001-956-476-7857x759,1388,Basic,19,Credit Card,149.5,9.94,Stayed,,
Debra Garner,39021825,Male,34,12711,Mejiamouth,8,902.776.0960x2642,950,Standard,82,PayPal,173.82,25.42,Stayed,,
Dana Perez,45752796,Female,27,48635,Dennisfurt,43,+1-698-483-4444x17215,1636,Premium,74,PayPal,66.25,7.87,Churned,Other,Unknown
Dylan Tucker,57522699,Female,71,36108,Holmesland,20,(352)480-1432,1734,Standard,182,Bank Transfer,23.76,33.55,Stayed,,
